"","data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","basisOfRecord","identifiedBy","verbatimLatitude","verbatimLongitude","collectionID","specificepithet","recordedBy","decimalLongitude","decimalLatitude","modified","occurrenceRemarks","coordinatePrecision","recordNumber","barcode","continentocean","minimumelevationinmeters","maximumelevationinmeters","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","phylum","class","order","infraspecificepithet","preparationtype","individualcount","previouscatalognumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetName","eventDate","fieldNotes","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","X","gbifID","language","license","publisher","references","rightsHolder","institutionID","ownerInstitutionCode","occurrenceID","individualCount","establishmentMeans","georeferenceVerificationStatus","occurrenceStatus","preparations","associatedOccurrences","otherCatalogNumbers","previousIdentifications","fieldNumber","startDayOfYear","endDayOfYear","higherGeography","continent","typeStatus","taxonID","acceptedNameUsageID","higherClassification","genericName","specificEpithet","infraspecificEpithet","verbatimTaxonRank","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","species","verbatimScientificName","protocol","lastParsed","lastCrawled","repatriated","projectId","isSequenced","gbifRegion","publishedByGbifRegion","level0Gid","level0Name","level1Gid","level1Name","level2Gid","level2Name","iucnRedListCategory","associatedMedia","minimumElevationInMeters","maximumElevationInMeters","geodeticDatum","imageCollectionCode","duplicates","recordedByExtra","dateCollected","verbatimElevationMax","measurementUnit","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"Stylosanthes viscosa","speciesLink","IAC","21993","Stylosanthes viscosa","Plantae","Fabaceae(=Leguminosae)","Stylosanthes","1969","02","06","Brasil","São Paulo","Porto Ferreira","EsParque Experimental","IAC","PreservedSpecimen","M. Brandão","-21.8539","-47.4792","64","viscosa","Ely Sidnei Lopes","-47.4792","-21.8539","2023-09-15T15:16:21",,,"96",,,,,"(L.) Sw.","1997","10","20","Tracheophyta","Magnoliopsida","Fabales",,,,,"SPLINK","Porto Ferreira","1997-10-20",,,,,,,,,,,,,"IAC",,"Lopes, E.S.","96","1969","Brandao, M.","1997",,"Lopes",,"brazil","sao paulo","porto ferreira","esparque experimental","locality","brazil_sao paulo_porto ferreira","brazil_sao paulo_porto ferreira",-21.84143673,-47.44653435,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.8539,-47.4792,"coord_original","miliseconds","check_local.2municip.","Stylosanthes viscosa","(L.) Sw.","possibly_ok","Fabaceae","Stylosanthes viscosa","(L.) Sw.","species","name accepted","bfo-29882",,,"Stylosanthes viscosa (L.) Sw.","Stylosanthes","Fabaceae","low","Stylosanthes viscosa"
"Styrax ferrugineus","speciesLink","FUEL","53529","Styrax ferrugineus","Plantae","Styracaceae","Styrax","2010","04","29","Brasil","São Paulo","Porto Ferreira","Parque Estadual de Porto Ferreira, Trilha da borda do parque paralela à estrada","UEL","PreservedSpecimen","Oliveira, APC","-21.816667","-47.416667","48","ferrugineus","Oliveira, APC","-47.416667","-21.816667","2025-04-14T17:25:45","<nO>Arbusto escandente, folhas coriáceas com nervuras e pecíolos ferrugens, face abaxial verde clara e pilosa, eixo da inflorescência ferrugem, cálice verde persistente, corola branca, estames com filetes curtos e anteras laranjas, frutos imaturos verdes; Bo</nO>",,"30",,,"520","600","Nees & Mart.","2010","11",,"Tracheophyta",,"Ericales",,,,,"SPLINK","Porto Ferreira","2010-11-NA",,,,,,,,,,,,,"FUEL",,"Oliveira, A.P.C.","30","2010","Oliveira, A.P.C.","2010",,"Oliveira",,"brazil","sao paulo","porto ferreira","parque estadual de porto ferreira, trilha da borda do parque paralela a estrada","locality","brazil_sao paulo_porto ferreira","brazil_sao paulo_porto ferreira",-21.84143673,-47.44653435,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.816667,-47.416667,"coord_original","minutes","check_local.2municip.","Styrax ferrugineus","Nees & Mart.","possibly_ok","Styracaceae","Styrax ferrugineus","Nees & Mart.","species","name accepted","bfo-26127",,,"Styrax ferrugineus Nees & Mart.","Styrax","Styracaceae","low","Styrax ferrugineus"
"Syagrus loefgrenii","speciesLink","SPSF","20831","Syagrus loefgrenii","Plantae","Arecaceae","Syagrus","1994","07","28","Brasil","SP","Porto Ferreira","P.E.Instituto Florestal","IF","PreservedSpecimen",,,,"13","loefgrenii","J.E.A.Bertoni","-47.470001","-21.85","2024-08-06T09:12:28","<nO>COLETA: Estipe com 1-1,5m de altura; folhas com 1m de comprimento; inflorescência amarelada.; GEOGRAFIA: Cerrado.;</nO>","13859","304","SPSF00020831","América do Sul",,,"Glassman",,,,"Magnoliophyta","Liliopsida","Arecales",,,,,"SPLINK","Porto Ferreira",,,,,,,,,,,,,,"SPSF",,"Bertoni, J.E.A.","304","1994","s.n.","n.d.",,"Bertoni",,"brazil","sao paulo","porto ferreira","parque estadualinstituto florestal","locality","brazil_sao paulo_porto ferreira","brazil_sao paulo_porto ferreira",-21.84143673,-47.44653435,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.85,-47.470001,"coord_original","miliseconds","check_local.2municip.","Syagrus loefgrenii","Glassman","possibly_ok","Arecaceae","Syagrus loefgrenii","Glassman","species","name accepted","bfo-44823",,,"Syagrus loefgrenii Glassman","Syagrus","Arecaceae","unknown","Syagrus loefgrenii"
"Symplocos pubescens","speciesLink","SPSF","25271","Symplocos pubescens","Plantae","Symplocaceae","Symplocos","1980","03","27","Brasil","SP","Porto Ferreira","Parque Estadual","IF","PreservedSpecimen",,,,"13","pubescens","J.E.A.Bertoni","-47.470001","-21.85","2024-08-06T09:13:32","<nO>COLETA: XLS: SPSFAntigo; GEOGRAFIA: cerrado&nf;;</nO>","13859","432","SPSF00025271","América do Sul",,,,,,,"Magnoliophyta","Magnoliopsida","Ebenales",,,,,"SPLINK","Porto Ferreira",,,,,,,,,,,,,,"SPSF",,"Bertoni, J.E.A.","432","1980","s.n.","n.d.",,"Bertoni",,"brazil","sao paulo","porto ferreira","parque estadual","locality","brazil_sao paulo_porto ferreira_parque estadual","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.85,-47.470001,"coord_original","miliseconds","ok_same_resolution","Symplocos pubescens","Klotzsch ex Benth.","possibly_ok","Symplocaceae","Symplocos pubescens","Klotzsch ex Benth.","species","name accepted","bfo-14915",,,"Symplocos pubescens Klotzsch ex Benth.","Symplocos","Symplocaceae","unknown","Symplocos pubescens"
"Symplocos uniflora","user","HUFU","HUFU00026409","Symplocos uniflora (Pohl) Benth.",,"Symplocaceae","Symplocos","1980","03","27","Brasil","São Paulo",,"Parque Estadual , Cerrado.","HUFU",,"Sem determinador","0º 0' 0"""" S","0º 0' 0"""" W",,,"Bertoni, J.E.A.","0","0",,"Arvoreta, ca. 4-5 m. Flores brancas.",,"432",,,,,"(Pohl) Benth.",,,,,,,,,,,"REFLORA","Porto Ferreira",,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","porto ferreira","parque estadual","locality","brazil_sao paulo_porto ferreira_parque estadual","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,,,,,,,,,,,,,,,,,,"não",,,,,,,,,,,,,,,,,,,,,,,,,,"uniflora","SYMPLOCACEAE Symplocos uniflora (Pohl) Benth.",,,,,,,,,,,,,,,,,,,,"HUFU",,"Bertoni, JEA","27/03/1980",,"METRO",,,"brazil_sao paulo_porto ferreira_parque estadual porto ferreira","Brazil","São Paulo","Porto Ferreira","Parque Estadual de Porto Ferreira","cncflora",FALSE,-21.850732,-47.431182,"coord_gazet","seconds","ok_same_resolution","Symplocos uniflora","(Pohl) Benth.","name_w_authors","Symplocaceae","Symplocos uniflora","(Pohl) Benth.","species","name accepted","bfo-14921",,,"Symplocos uniflora (Pohl) Benth.","Symplocos","Symplocaceae","high","Symplocos uniflora"
"Synedrella nodiflora","speciesLink","HRCB","52528","Synedrella nodiflora","Plantae","Asteraceae","Synedrella","2010","05","20","Brasil","São Paulo","Porto Ferreira","Parque Estadual de Porto Ferreira Trilha da borda do Parque paralela à estrada","UNESP-RC","PreservedSpecimen","Monge, M.","21º49'S","47º25'W","15","nodiflora","Oliveira, A.P.C.","-47.416667","-21.816667","2025-02-04T07:59:22","<nO>Erva ca. 0,5m, folhas herbáceas, pilosas, brácteas verdes, flores amarelas.Habitat: Borda de trilha em cerradão e mata semidecídua</nO>",,"71","HRCB052528",,"520","520","(L.) Gaertn.","2011","04",,,,,,,,,"SPLINK","Porto Ferreira","2011-04-NA",,,,,,,,,,,,,"HRCB",,"Oliveira, A.P.C.","71","2010","Monge, M.","2011",,"Oliveira",,"brazil","sao paulo","porto ferreira","parque estadual de porto ferreira trilha da borda do parque paralela a estrada","locality","brazil_sao paulo_porto ferreira","brazil_sao paulo_porto ferreira",-21.84143673,-47.44653435,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.816667,-47.416667,"coord_original","minutes","check_local.2municip.","Synedrella nodiflora","(L.) Gaertn.","possibly_ok","Asteraceae","Synedrella nodiflora","(L.) Gaertn.","species","name accepted","bfo-16339",,,"Synedrella nodiflora (L.) Gaertn.","Synedrella","Asteraceae","high","Synedrella nodiflora"
"Synedrellopsis grisebachii","speciesLink","HRCB","59927","Synedrellopsis grisebachii","Plantae","Asteraceae","Synedrellopsis","2012","07","11","Brasil","São Paulo","Porto Ferreira","Parque Estadual de Porto Ferreira","UNESP-RC","PreservedSpecimen","Miranda, J.F.","21º49'S","47º25'W","15","grisebachii","Miranda, J.F.","-47.416667","-21.816667","2025-02-04T07:59:22","<nO>Caule piloso, 0,5m de altura.Habitat: Formação savânica</nO>",,"s.n.","HRCB059927",,,,"Hieron. & Kuntze","2013","05",,,,,,,,,"SPLINK","Porto Ferreira","2013-05-NA",,,,,,,,,,,,,"HRCB",,"Miranda, J.F.","s.n.","2012","Miranda, J.F.","2013",,"Miranda",,"brazil","sao paulo","porto ferreira","parque estadual de porto ferreira","locality","brazil_sao paulo_porto ferreira_parque estadual porto ferreira","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.816667,-47.416667,"coord_original","minutes","ok_same_resolution","Synedrellopsis grisebachii","Hieron. & Kuntze","possibly_ok","Asteraceae","Synedrellopsis grisebachii","Hieron. & Kuntze","species","name accepted","bfo-130557",,,"Synedrellopsis grisebachii Hieron. & Kuntze","Synedrellopsis","Asteraceae","low","Synedrellopsis grisebachii"
"Talinum fruticosum","speciesLink","HUEFS","201976","Talinum triangulare","Plantae","Talinaceae","Talinum","2010","03","25","Brasil","São Paulo","Porto Ferreira","Parque Estadual de Porto Ferreira, trilha de uso extensivo dos Jequitibás. Borda de trilha em mata semidecídua.","UEFS","PreservedSpecimen","A.P.C.de Oliveira","21Â°49'S","47Â°25'W","204","triangulare","Lombardi, J.A.","-47.416667","-21.816667","2025-04-30T14:06:41",,,"7685","HUEFS0201976",,"520","600","(Jacq.) Willd.","2011","08",,"Angiospermae","Caryophyllanae","Caryophyllales",,,,,"SPLINK","Porto Ferreira","2011-08-NA",,,,,,,,,,,,,"HUEFS",,"Lombardi, J.A.","7685","2010","Oliveira, A.P.C.","2011",,"Lombardi",,"brazil","sao paulo","porto ferreira","parque estadual de porto ferreira","locality","brazil_sao paulo_porto ferreira_parque estadual porto ferreira","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.816667,-47.416667,"coord_original","minutes","ok_same_resolution","Talinum fruticosum","(L.) Juss.","possibly_ok","Talinaceae","Talinum fruticosum","(L.) Juss.","species","replaced synonym","bfo-24347","Talinum fruticosum","(L.) Juss.","Talinum fruticosum (L.) Juss.","Talinum","Talinaceae","low","Talinum fruticosum"
"Tapirira guianensis","speciesLink","SPSF","24702","Tapirira guianensis","Plantae","Anacardiaceae","Tapirira","1985","08","22","Brasil","SP","Porto Ferreira","P.E.Instituto Florestal","IF","PreservedSpecimen",,,,"13","guianensis","J.E.A.Bertoni & D.V.Toledo Filho","-47.470001","-21.85","2024-08-06T09:16:46","<nO>COLETA: XLS: SPSFAntigo; GEOGRAFIA: cerrado&nf;;</nO>","13859","522","SPSF00024702","América do Sul",,,,,,,"Magnoliophyta","Magnoliopsida","Sapindales",,,,,"SPLINK","Porto Ferreira",,,,,,,,,,,,,,"SPSF",,"Bertoni, J.E.A.","522","1985","s.n.","n.d.","Toledo Filho, D.V.","Bertoni",,"brazil","sao paulo","porto ferreira","parque estadualinstituto florestal","locality","brazil_sao paulo_porto ferreira","brazil_sao paulo_porto ferreira",-21.84143673,-47.44653435,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.85,-47.470001,"coord_original","miliseconds","check_local.2municip.","Tapirira guianensis","Aubl.","possibly_ok","Anacardiaceae","Tapirira guianensis","Aubl.","species","name accepted","bfo-4408",,,"Tapirira guianensis Aubl.","Tapirira","Anacardiaceae","unknown","Tapirira guianensis"
"Taquara micrantha","speciesLink","FUEL","53525","Parodiolyra micrantha","Plantae","Poaceae","Parodiolyra","2010","04","08","Brasil","São Paulo","Porto Ferreira","Parque Estadual de Porto Ferreira, Trilha do Poção","UEL","PreservedSpecimen","Shirasuna, RT","-21.816667","-47.416667","48","micrantha","Lombardi, JA; Oliveira, APC","-47.416667","-21.816667","2024-12-05T15:06:08","<nO>Erva ca. 1,5m, decumbente, folhas cartáceas, inflorescências verdes; Borda de trilha em área aberta degradada com lianas</nO>",,"7751","OK",,"520","600","(Kunth) Davidse & Zuloaga","2011","08",,"Tracheophyta",,"Poales",,,,,"SPLINK","Porto Ferreira","2011-08-NA",,,,,,,,,,,,,"FUEL",,"Lombardi, J.A.","7751","2010","Shirasuna, R.T.","2011","Oliveira, A.P.C.","Lombardi",,"brazil","sao paulo","porto ferreira","parque estadual de porto ferreira","locality","brazil_sao paulo_porto ferreira_parque estadual porto ferreira","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.816667,-47.416667,"coord_original","minutes","ok_same_resolution","Taquara micrantha","(Kunth) I.L.C.Oliveira & R.P.Oliveira","possibly_ok","Poaceae","Taquara micrantha","(Kunth) I.L.C.Oliveira & R.P.Oliveira","species","replaced synonym","bfo-616634","Taquara micrantha","(Kunth) I.L.C.Oliveira & R.P.Oliveira","Taquara micrantha (Kunth) I.L.C.Oliveira & R.P.Oliveira","Taquara","Poaceae","high","Taquara micrantha"
"Temnadenia violacea","user","RB","RB00748257","Temnadenia violacea (Vell.) Miers","Plantae","Apocynaceae","Temnadenia","2010","4","20","Brasil","São Paulo",,"Parque Estadual de Porto Ferreira. Trilha do poção, primeira entrada a direita.","JBRJ","Preserved Specimen","L. S. Kinoshita (UEC)","21º49´","47º25´W",,,"A. P. C. Oliveira ;; M. Osasco","-47.4166667","-21.8166667",,"Liana com látex, folhas cartáceas pilosas, face abaxial verde clara, caule marrom com tricomas, frutos imaturos verdes com pedúnculo roxo e cálice persistente.",,"18",,,,,"(Vell.) Miers",,,,,,,,,,,,"Porto Ferreira","2011-4",,,"BR",,"2010-04-20","Borda de trilha em cerradão e mata semidecídua",,"sp.","Physical Object",,,,"RB",,"Oliveira, A.P.C.","18","2010","Kinoshita, L.S.","2011","Osasco, M.","Oliveira",,"brazil","sao paulo","porto ferreira","parque estadual de porto ferreira","locality","brazil_sao paulo_porto ferreira_parque estadual porto ferreira","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,"HRCB 52464",,,"urn:catalog:JBRJ:RB:748257",,,,,,,"RB 564005",,,,,,,,,,,,"violacea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/74/82/57/00748257.jpg","520","600",,,,,,,,"2017-10-15 09:24:40+00","Angiospermas","brazil_sao paulo_porto ferreira_parque estadual porto ferreira","Brazil","São Paulo","Porto Ferreira","Parque Estadual de Porto Ferreira","cncflora",TRUE,-21.8166667,-47.4166667,"coord_original","miliseconds","ok_same_resolution","Temnadenia violacea","(Vell.) Miers","name_w_authors","Apocynaceae","Temnadenia violacea","(Vell.) Miers","species","name accepted","bfo-4875",,,"Temnadenia violacea (Vell.) Miers","Temnadenia","Apocynaceae","high","Temnadenia violacea"
"Terminalia argentea","user","EAC","EAC0054927","Terminalia argentea Mart.",,"Combretaceae","Terminalia","1981","12","02","Brasil","São Paulo",,"Parque Estadual de Porto Ferreira, Margem do rio Moji Guaçú.","EAC",,"Soares Neto, R.L.",,,,,"Bertoni, J.E.A.","0","0",,,,"20411",,,,,"Mart.",,,,,,,,,,,"REFLORA","Porto Ferreira","03/01/2014",,,,,,"Árvore, 6 a 8m.; Mata ciliar.",,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","porto ferreira","parque estadual de porto ferreira","locality","brazil_sao paulo_porto ferreira_parque estadual porto ferreira","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,,,,,,,,,,,,,,,,,,"não",,,,,,,,,,,,,,,,,,,,,,,,,,"argentea","COMBRETACEAE Terminalia argentea Mart.",,,,,,,,,,,,,,,,,,,,"EAC",,,"02/12/1981",,"METRO",,,"brazil_sao paulo_porto ferreira_parque estadual porto ferreira","Brazil","São Paulo","Porto Ferreira","Parque Estadual de Porto Ferreira","cncflora",FALSE,-21.850732,-47.431182,"coord_gazet","seconds","ok_same_resolution","Terminalia argentea","Mart. & Zucc.","name_w_authors","Combretaceae","Terminalia argentea","Mart. & Zucc.","species","author misspelled","bfo-16896",,,"Terminalia argentea Mart. & Zucc.","Terminalia","Combretaceae","high","Terminalia argentea"
"Terminalia corrugata","user","RB","RB00424964","Buchenavia tomentosa Eichler","Plantae","Combretaceae","Buchenavia","1992","9","17","Brasil","São Paulo",,"Parque Estadual, cultivada.","JBRJ","Preserved Specimen","G. A. D. C. Franco",,,,,"J. E. A. Bertoni",,,,"Árvore de Mato Grosso, flores e frutos fora de época, perfumados, comestíveis",,"150",,,,,"Eichler",,,,,,,,,,,,"Porto Ferreira","1996-11",,,"BR",,"1992-09-17",,,"sp.","Physical Object",,,,"RB",,"Bertoni, J.E.A.","150","1992","Franco, G.A.D.C.","1996",,"Bertoni",,"brazil","sao paulo","porto ferreira","parque estadual","locality","brazil_sao paulo_porto ferreira_parque estadual","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,"RB",,,"urn:catalog:JBRJ:RB:424964",,,,,,,"RB 430810",,,,,,,,,,,,"tomentosa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/42/49/64/00424964.jpg",,,,,,,,,,"2014-07-08 03:39:09+00","Angiospermas","brazil_sao paulo_porto ferreira_parque estadual porto ferreira","Brazil","São Paulo","Porto Ferreira","Parque Estadual de Porto Ferreira","cncflora",TRUE,-21.850732,-47.431182,"coord_gazet","seconds","ok_same_resolution","Terminalia corrugata","(Ducke) Gere & Boatwr.","name_w_authors","Combretaceae","Terminalia corrugata","(Ducke) Gere & Boatwr.","species","replaced synonym","bfo-611887","Terminalia corrugata","(Ducke) Gere & Boatwr.","Terminalia corrugata (Ducke) Gere & Boatwr.","Terminalia","Combretaceae","medium","Terminalia corrugata"
"Terminalia glabrescens","speciesLink","SPSF","17396","Terminalia glabrescens","Plantae","Combretaceae","Terminalia","1992","09","28","Brasil","SP","Porto Ferreira","P.E.Instituto Florestal","IF","PreservedSpecimen","N.Marquete",,,"13","glabrescens","J.E.A.Bertoni","-47.470001","-21.85","2024-08-06T09:15:22","<nO>COLETA: XLS: SPSFAntigo;</nO>","13859","207","SPSF00017396","América do Sul",,,,"2001","10","01","Magnoliophyta","Magnoliopsida","Myrtales",,,,,"SPLINK","Porto Ferreira","2001-10-01",,,,,,,,,,,,,"SPSF",,"Bertoni, J.E.A.","207","1992","Marquete, N.","2001",,"Bertoni",,"brazil","sao paulo","porto ferreira","parque estadualinstituto florestal","locality","brazil_sao paulo_porto ferreira","brazil_sao paulo_porto ferreira",-21.84143673,-47.44653435,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.85,-47.470001,"coord_original","miliseconds","check_local.2municip.","Terminalia glabrescens","Mart.","possibly_ok","Combretaceae","Terminalia glabrescens","Mart.","species","name accepted","bfo-6917",,,"Terminalia glabrescens Mart.","Terminalia","Combretaceae","high","Terminalia glabrescens"
"Terminalia triflora","speciesLink","SPSF","17379","Terminalia triflora","Plantae","Combretaceae","Terminalia","1993","11","10","Brasil","SP","Porto Ferreira","P.E.Instituto Florestal","IF","PreservedSpecimen","N.Marquete",,,"13","triflora","J.E.A.Bertoni","-47.470001","-21.85","2024-08-06T09:15:22","<nO>COLETA: XLS: SPSFAntigo;</nO>","13859","230","SPSF00017379","América do Sul",,,,"2001","10","01","Magnoliophyta","Magnoliopsida","Myrtales",,,,,"SPLINK","Porto Ferreira","2001-10-01",,,,,,,,,,,,,"SPSF",,"Bertoni, J.E.A.","230","1993","Marquete, N.","2001",,"Bertoni",,"brazil","sao paulo","porto ferreira","parque estadualinstituto florestal","locality","brazil_sao paulo_porto ferreira","brazil_sao paulo_porto ferreira",-21.84143673,-47.44653435,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.85,-47.470001,"coord_original","miliseconds","check_local.2municip.","Terminalia triflora","(Griseb.) Lillo","possibly_ok","Combretaceae","Terminalia triflora","(Griseb.) Lillo","species","name accepted","bfo-6922",,,"Terminalia triflora (Griseb.) Lillo","Terminalia","Combretaceae","high","Terminalia triflora"
"Tetrapterys","speciesLink","HRCB","68049","Tetrapterys","Plantae","Malpighiaceae","Tetrapterys","2015","03","07","Brasil","São Paulo","Porto Ferreira","Parque Estadual Porto Ferreira","UNESP-RC","PreservedSpecimen",,,,"15",,"Sabino, G.P.","-47.470001","-21.85","2025-02-04T08:03:09","<nO>Ribeirão dos Patos, próximo à trilha das árvores gigantes. Frutos tipo sâmara beges.</nO>","13859","59","HRCB068049",,,,,,,,,,,,,,,"SPLINK","Porto Ferreira",,,,,,,,,,,,,,"HRCB",,"Sabino, G.P.","59","2015","s.n.","n.d.",,"Sabino",,"brazil","sao paulo","porto ferreira","parque estadual porto ferreira","locality","brazil_sao paulo_porto ferreira_parque estadual porto ferreira","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.85,-47.470001,"coord_original","miliseconds","ok_same_resolution","Tetrapterys","Cav.","indet","Malpighiaceae","Tetrapterys","Cav.","genus","name accepted","bfo-8967",,,"Tetrapterys Cav.","Tetrapterys","Malpighiaceae","unknown",
"Thaumatophyllum bipinnatifidum","speciesLink","HRCB","62030","Philodendron bipinnatifidum","Plantae","Araceae","Philodendron","2013","11","27","Brasil","São Paulo","Porto Ferreira","Parque Estadual de Porto Ferreira","UNESP-RC","PreservedSpecimen","Marcusso, G.M.","21º51'10.02""S","47º25'10.04""W","15","bipinnatifidum","Marcusso, G.M.","-47.419456","-21.852783","2025-02-04T07:58:52","<nO>Hemiepífita primáriaHabitat: Floresta estacional semidecidual</nO>",,"296","HRCB062030",,"575","575","Schott",,,,,,,,,,,"SPLINK","Porto Ferreira",,,,,,,,,,,,,,"HRCB",,"Marcusso, G.M.","296","2013","Marcusso, G.M.","n.d.",,"Marcusso",,"brazil","sao paulo","porto ferreira","parque estadual de porto ferreira","locality","brazil_sao paulo_porto ferreira_parque estadual porto ferreira","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.852783,-47.419456,"coord_original","miliseconds","ok_same_resolution","Thaumatophyllum bipinnatifidum","(Schott ex Endl.) Sakur., Calazans & Mayo","possibly_ok","Araceae","Thaumatophyllum bipinnatifidum","(Schott ex Endl.) Sakur., Calazans & Mayo","species","replaced synonym","bfo-604637","Thaumatophyllum bipinnatifidum","(Schott ex Endl.) Sakur., Calazans & Mayo","Thaumatophyllum bipinnatifidum (Schott ex Endl.) Sakur., Calazans & Mayo","Thaumatophyllum","Araceae","low","Thaumatophyllum bipinnatifidum"
