"","data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","coordinatePrecision","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","collectionID","specificepithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","occurrenceRemarks","continentocean","phylum","class","order","recordNumber","locality","verbatimLatitude","verbatimLongitude","minimumelevationinmeters","maximumelevationinmeters","previouscatalognumber","individualcount","fieldnumber","infraspecificepithet","relationshiptype","relatedcatalogitem","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","X","gbifID","accessRights","language","license","publisher","references","rightsHolder","institutionID","ownerInstitutionCode","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","recordedByID","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","caste","behavior","vitality","establishmentMeans","degreeOfEstablishment","pathway","georeferenceVerificationStatus","occurrenceStatus","preparations","disposition","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","materialEntityID","materialEntityRemarks","verbatimLabel","materialSampleID","eventID","parentEventID","eventType","fieldNumber","eventTime","startDayOfYear","endDayOfYear","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","verticalDatum","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","verbatimIdentification","identificationQualifier","identifiedByID","identificationReferences","identificationVerificationStatus","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","verbatimTaxonRank","vernacularName","nomenclaturalCode","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceFromCentroidInMeters","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","projectId","isSequenced","gbifRegion","publishedByGbifRegion","level0Gid","level0Name","level1Gid","level1Name","level2Gid","level2Name","level3Gid","level3Name","iucnRedListCategory","associatedMedia","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","scientificNameAuthorship.y","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","loc.correct.mun.1","NAME_0.1","NAME_1.1","NAME_2.1","NAME_3.1","source.1","loc.correct.mun.2","NAME_0.2","NAME_1.2","NAME_2.2","NAME_3.2","source.2","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"Loudetia flammida","speciesLink","SPSF00057776","SPSF","57776","Loudetia flammida","Plantae","Poaceae","Loudetia","2016","02","12","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","N.Pilon","2016","02","12","13","flammida","N.Pilon & G.Durigan","-49.2375","-22.816667","2024-08-06T09:12:50","(Trin.) C.E.Hubb.","<nO>COLETA: Gramínea cespitosa. Inflorescência dourada. População densa.; GEOGRAFIA: Área úmida, margeando Mata de Galeria.;</nO>","América do Sul","Magnoliophyta","Liliopsida","Poales","846","Estação Ecológica de Santa Bárbara",,,"650","650",,,,,,,,"SPLINK","Águas de Santa Bárbara","2016-02-12",,,,,,,,,,,,,,,,,,"SPSF",,"Pilon, N.","846","2016","Pilon, N.","2016","Durigan, G.","Pilon",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Loudetia flammida","(Trin.) C.E.Hubb.","possibly_ok","Poaceae","Loudetia flammida","(Trin.) C.E.Hubb.","species","name accepted","bfo-20403",,,"Loudetia flammida (Trin.) C.E.Hubb.","Loudetia","Poaceae","low","Loudetia flammida"
"Loudetiopsis chrysothrix","user",,"RB","RB01223029","Loudetiopsis chrysothrix (Nees) Conert","Plantae","Poaceae","Loudetiopsis","2014","2","6","Brasil","São Paulo",,,"JBRJ","Preserved Specimen","G. Durigan",,,,,,"G.B. Assis; N.A.L. Pilon, G. Durigan","-49.2369444","-22.7916666",,"(Nees) Conert","Erva, 80 cm de altura, face inferior opaca com nervuras longitudinais bem marcadas.",,,,,"174","campo cerrado. Estação Ecológica de Santa Bárbara","22º47´30´´","49º14´13´´W",,,,,,,,,,,"Águas de Santa Bárbara","2014-2-6",,,"BR",,,"2014-02-06",,,,,,,"sp.","Physical Object",,,,"RB",,"Assis, G.B.","174","2014","Durigan, G.","2014","Pilon, N.A.L.; Durigan, G.","Assis",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,"RB",,,,,,"urn:catalog:JBRJ:RB:1223029",,,,,,,,,,,,,,,,,,,,,,"RB 675082",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"chrysothrix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/22/30/29/01223029.jpg",,,,,,,,,,,,,,,,,,,,,,"2017-02-12 15:08:27+00","Angiospermas","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","check_local.2municip.","Loudetiopsis chrysothrix","(Nees) Conert","name_w_authors","Poaceae","Loudetiopsis chrysothrix","(Nees) Conert","species","name accepted","bfo-13308",,,"Loudetiopsis chrysothrix (Nees) Conert","Loudetiopsis","Poaceae","medium","Loudetiopsis chrysothrix"
"Ludwigia laruotteana","speciesLink","SPSF00059303","SPSF","59303","Ludwigia laruotteana","Plantae","Onagraceae","Ludwigia","2023","06","02","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","G.Durigan","2023","06","02","13","laruotteana","A.C.Dalbeto & G.Durigan","-49.24","-22.802778","2024-08-06T09:16:08","(Cambess.) (Cambess.)","<nO>COLETA: Arbusto. Folhas glabras coriáceas e oblongas, ápice cuspidado, venação prominente. Estéril.; GEOGRAFIA: Campo úmido.;</nO>","América do Sul","Magnoliophyta","Magnoliopsida","Myrtales","112","Estação Ecológica de Santa Bárbara",,,"628","628",,,,,,,,"SPLINK","Águas de Santa Bárbara","2023-06-02",,,,,,,,,,,,,,,,,,"SPSF",,"Dalbeto, A.C.","112","2023","Durigan, G.","2023","Durigan, G.","Dalbeto",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Ludwigia laruotteana","(Cambess.) H.Hara","possibly_ok","Onagraceae","Ludwigia laruotteana","(Cambess.) H.Hara","species","author misspelled","bfo-4055",,,"Ludwigia laruotteana (Cambess.) H.Hara","Ludwigia","Onagraceae","medium","Ludwigia laruotteana"
"Ludwigia nervosa","speciesLink","SPSF00057790","SPSF","57790","Ludwigia nervosa","Plantae","Onagraceae","Ludwigia","2014","04","15","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","G.Durigan","2022","11","08","13","nervosa","N.Pilon & G.Durigan","-49.2375","-22.816667","2024-08-06T09:16:09","(Poir.) H.Hara","<nO>COLETA: Erva ereta de 50 cm de altura. Flores amarelas.; GEOGRAFIA: Campo úmido.;</nO>","América do Sul","Magnoliophyta","Magnoliopsida","Myrtales","860","Estação Ecológica de Santa Bárbara",,,"650","650",,,,,,,,"SPLINK","Águas de Santa Bárbara","2022-11-08",,,,,,,,,,,,,,,,,,"SPSF",,"Pilon, N.","860","2014","Durigan, G.","2022","Durigan, G.","Pilon",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Ludwigia nervosa","(Poir.) H.Hara","possibly_ok","Onagraceae","Ludwigia nervosa","(Poir.) H.Hara","species","name accepted","bfo-4064",,,"Ludwigia nervosa (Poir.) H.Hara","Ludwigia","Onagraceae","medium","Ludwigia nervosa"
"Luehea grandiflora","gbif",,"UEC","55205","Luehea grandiflora Mart.","Plantae","Malvaceae","Luehea","1989","5","31","Brazil","São Paulo",,,"UNICAMP","PRESERVED_SPECIMEN","Souza, BM",,,,"https://specieslink.net/col/2",,"Meira Neto, JAA",,,"2024-11-25 11:36:14","Mart. & Zucc.","Árvore com 4m, botões ferrugíneos.; Cerrado.",,"Tracheophyta","Magnoliopsida","Malvales","398","Estação Ecológica de Santa Bárbara",,,,,,,,,,,,"GBIF","Águas de Santa Bárbara","1997-07-29","Luehea grandiflora Mart.",,"BR",,,"1989-05-31",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county","65488","1089019406",,,"CC_BY_4_0","Universidade Estadual de Campinas - Instituto de Biologia","https://specieslink.net/guid/2/55205","Herbário da Universidade Estadual de Campinas",,"Universidade Estadual de Campinas",,,,"https://specieslink.net/guid/2/55205",,,,,,,,,,,"native",,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,"151","151",,,,,,,,,"SOUTH_AMERICA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5706135",,,,,,,,,,,,,,,,,"Luehea",,,"grandiflora",,,,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce","BR","2025-01-05 15:38:15.364",,,,,,"CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_NONE",,FALSE,FALSE,"5706135","5706135","6","7707728","220","941","6685","3152076",,"5706135","Luehea grandiflora","Luehea grandiflora",,"EML","2025-01-05 15:38:15.364","2025-01-05 15:31:00.136",FALSE,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,,,,,,,,"NE",,,,,,"WGS84",,,,,,,,,,,,,,,,,,,"brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","check_local.2municip.","Luehea grandiflora","Mart.","name_w_authors","Malvaceae","Luehea grandiflora","Mart.","species","name accepted","bfo-9095",,,"Luehea grandiflora Mart.","Luehea","Malvaceae","unknown","Luehea grandiflora"
"Lundia obliqua","speciesLink","SPSF00057570","SPSF","57570","Lundia obliqua","Plantae","Bignoniaceae","Lundia","2019","02","16","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","G.Durigan","2022","11","12","13","obliqua","G.Durigan & N.Pilon & B.H.Campos","-49.2375","-22.816667","2024-08-06T09:14:15","Sond.","<nO>COLETA: Trepadeira. Folhas na cor creme com o interior do tubo cor vinácea. Folhas com base cordada, assimétrica.; GEOGRAFIA: Cerradão.;</nO>","América do Sul","Magnoliophyta","Magnoliopsida","Lamiales","4188","Estação Ecológica de Santa Bárbara",,,"650","650",,,,,,,,"SPLINK","Águas de Santa Bárbara","2022-11-12",,,,,,,,,,,,,,,,,,"SPSF",,"Durigan, G.","4188","2019","Durigan, G.","2022","Pilon, N.; Campos, B.H.","Durigan",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Lundia obliqua","Sond.","possibly_ok","Bignoniaceae","Lundia obliqua","Sond.","species","name accepted","bfo-113469",,,"Lundia obliqua Sond.","Lundia","Bignoniaceae","medium","Lundia obliqua"
"Lygodium volubile","speciesLink","SPSF00057564","SPSF","57564","Lygodium volubile","Plantae","Lygodiaceae","Lygodium","2019","02","19","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","F.Mazziero","2022","11","12","13","volubile","G.Durigan & N.Pilon & B.H.Campos","-49.2375","-22.816667","2024-08-06T09:17:23","Sw.","<nO>COLETA: Trepadeira. Franjas na margem da folha.; GEOGRAFIA: Mata Ciliar, junto à ponte.;</nO>","América do Sul","Pteridophyta","Polypodiopsida","Polypodiales","4182","Estação Ecológica de Santa Bárbara",,,"650","650",,,,,,,,"SPLINK","Águas de Santa Bárbara","2022-11-12",,,,,,,,,,,,,,,,,,"SPSF",,"Durigan, G.","4182","2019","Mazziero, F.","2022","Pilon, N.; Campos, B.H.","Durigan",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Lygodium volubile","Sw.","possibly_ok","Lygodiaceae","Lygodium volubile","Sw.","species","name accepted","bfo-91482",,,"Lygodium volubile Sw.","Lygodium","Lygodiaceae","low","Lygodium volubile"
"Lytoneuron lomariaceum","speciesLink","SPSF00056786","SPSF","56786","Lytoneuron lomariaceum","Plantae","Pteridaceae","Lytoneuron","2016","01","08","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","G.Durigan","2022","10","28","13","lomariaceum","N.A.L.Pilon & G.Durigan","-49.2375","-22.816667","2024-08-06T09:17:25","(Kunze ex Klotzsch) Yesilyurt","<nO>COLETA: Erva terrícola.; GEOGRAFIA: Local alagadiço;</nO>","América do Sul","Pteridophyta","Polypodiopsida","Polypodiales","723","Estação Ecológica de Santa Bárbara",,,"650","650",,,,,,,,"SPLINK","Águas de Santa Bárbara","2022-10-28",,,,,,,,,,,,,,,,,,"SPSF",,"Pilon, N.A.L.","723","2016","Durigan, G.","2022","Durigan, G.","Pilon",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","possibly_ok","Pteridaceae","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","species","name accepted","bfo-605281",,,"Lytoneuron lomariaceum (Kunze ex Klotzsch) Yesilyurt","Lytoneuron","Pteridaceae","medium","Lytoneuron lomariaceum"
"Macairea radula","speciesLink","SPSF00056828","SPSF","56828","Macairea radula","Plantae","Melastomataceae","Macairea","2015","03","29","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","G.Durigan","2015","03","29","13","radula","N.A.L.Pilon & G.Durigan","-49.2375","-22.816667","2024-08-06T09:15:31","(Bonpl.) DC.","<nO>COLETA: Arbusto com aprox. 1 m se altura. Flores róseas.; GEOGRAFIA: Ambiente úmido.;</nO>","América do Sul","Magnoliophyta","Magnoliopsida","Myrtales","768","Estação Ecológica de Santa Bárbara",,,"650","650",,,,,,,,"SPLINK","Águas de Santa Bárbara","2015-03-29",,,,,,,,,,,,,,,,,,"SPSF",,"Pilon, N.A.L.","768","2015","Durigan, G.","2015","Durigan, G.","Pilon",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Macairea radula","(Bonpl.) DC.","possibly_ok","Melastomataceae","Macairea radula","(Bonpl.) DC.","species","name accepted","bfo-19634",,,"Macairea radula (Bonpl.) DC.","Macairea","Melastomataceae","medium","Macairea radula"
"Machaerium acutifolium","speciesLink","NITw00002188","NIT","NITw 1083","Machaerium acutifolium","Plantae","Fabaceae","Machaerium","2018","05","01","Brasil","São Paulo","Águas de Santa Bárbara",,"UFF","PreservedSpecimen",,,,,"636","acutifolium","Abreu RCR","-49.2166667","-22.8","2025-06-01T12:01:36","Vogel","<nO>Número da parcela 8, Sub parcela fora, Numero do indivíduo 8,18, altura 7, DAP 21,3, árvore</nO>",,,,,"8.18","Estação Ecológica de Santa Barbara, Cerrado com espécies arbóreas sendo manejado. Estação Ecológica de Santa Bárbara","22º48'S","49º13'W",,,,,,,,,,"SPLINK","Águas de Santa Bárbara",,,,,,,,,,,,,,,,,,,"NIT",,"Abreu, R.C.R.","8.18","2018","s.n.","n.d.",,"Abreu",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Machaerium acutifolium","Vogel","possibly_ok","Fabaceae","Machaerium acutifolium","Vogel","species","name accepted","bfo-29759",,,"Machaerium acutifolium Vogel","Machaerium","Fabaceae","unknown","Machaerium acutifolium"
"Machaerium brasiliense","speciesLink","SPSF00042941","SPSF","42941","Machaerium brasiliense","Plantae","Fabaceae","Machaerium","2008","09","23","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","G.Durigan","2008","09","23","13","brasiliense","N.Guerin & G.Durigan & E.Furlan","-49.22","-22.813611","2024-08-06T09:13:55","Vogel","<nO>COLETA: Árvore 3m; frutos jovens.; GEOGRAFIA: Cerrado típico com invasão de Braquiária, Gordura e Pinus esparsos;</nO>","América do Sul","Magnoliophyta","Magnoliopsida","Fabales","150","Estação Ecológica de Santa Bárbara",,,,,,,,,,,,"SPLINK","Águas de Santa Bárbara","2008-09-23",,,,,,,,,,,,,,,,,,"SPSF",,"Guerin, N.","150","2008","Durigan, G.","2008","Durigan, G.; Furlan, E.","Guerin",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Machaerium brasiliense","Vogel","possibly_ok","Fabaceae","Machaerium brasiliense","Vogel","species","name accepted","bfo-29764",,,"Machaerium brasiliense Vogel","Machaerium","Fabaceae","medium","Machaerium brasiliense"
"Magnoliophyta sp.","gbif",,"SPSF","43076","Magnoliophyta","Plantae",,,"2008","9","23","Brasil","Sp",,,"IF","PRESERVED_SPECIMEN",,,,,"https://specieslink.net/col/13",,"N.Guerin","-49.202222","-22.806944","2024-08-06 09:12:28",,"COLETA: Erva com aprox. 20cm de altura. Flor vermelha.; GEOGRAFIA: Campo Cerrado + Cerrado típico com invasão total de braquiária.;",,"Tracheophyta",,,"205","Estação Ecológica de Santa Bárbara",,,,,,,,,,,,"GBIF","Águas de Santa Bárbara",,"Tracheophyta",,"BR",,,"2008-09-23",,,,,,"SYNONYM","PHYLUM",,,,,,,,,,,,,,,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county","306741","1676475026",,,"CC_BY_4_0","Instituto Florestal","https://specieslink.net/guid/13/43076","Herbário Dom Bento José Pickel",,"Instituto Florestal",,,,"https://specieslink.net/guid/13/43076",,,,,,,,,,,,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,"267","267",,,,,,,,,"SOUTH_AMERICA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7707728",,,,,,,,,,,,,,,,,,,,,,,,,,,,"16ed67e5-fd70-4fd4-85c3-70ea2da627fe","BR","2025-01-05 15:03:06.825",,,,,,"INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION;INSTITUTION_COLLECTION_MISMATCH",,TRUE,FALSE,"49","7707728","6","7707728",,,,,,,,,,"EML","2025-01-05 15:03:06.825","2025-01-05 15:02:28.694",FALSE,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.25_1","São Paulo","BRA.25.6_2","Águas de Santa Bárbara",,,,,,,,,"WGS84",,,,,,,,,,,,,,,,,,,"brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","check_local.2municip.","Magnoliophyta sp.",,"indet",,"Magnoliophyta sp.",,"genus","not found",,,,"Magnoliophyta sp.","Magnoliophyta","Magnoliaceae","unknown",
